start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-11 0:00,2018-09-11 0:10,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-11 0:10,2018-09-11 2:35,업무,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-11 2:35,2018-09-11 2:45,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-11 2:45,2018-09-11 3:00,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-11 3:00,2018-09-11 11:05,수면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-11 11:05,2018-09-11 11:20,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-11 11:20,2018-09-11 11:40,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,높음,보통,보통
2018-09-11 11:40,2018-09-11 11:30,이동,야외|자동차,수원시 영통구 망포동,실외,혼자,/,/,/,예,보통,높음,보통,보통
2018-09-11 11:30,2018-09-11 12:25,식사,식당,수원시 영통구 영통동,실내,혼자,일식|우동,많음,점심,예,긍정,높음,보통,보통
2018-09-11 12:25,2018-09-11 12:35,이동,야외|자동차,수원시 영통구 영통동,실외,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-11 12:35,2018-09-11 13:25,기타|병원검진,기타|병원,수원시 영통구 영통동,실외,혼자,/,/,/,아니오,매우 부정,높음,높음,보통
2018-09-11 13:25,2018-09-11 13:40,이동,야외|자동차,수원시 영통구 영통동,실외,혼자,/,/,/,아니오,보통,높음,높음,높음
2018-09-11 13:40,2018-09-11 14:50,기타|쇼핑,상점|아울렛,수원시 영통구 영통동,실내,혼자,/,/,/,아니오,긍정,높음,매우 높음,높음
2018-09-11 14:50,2018-09-11 15:10,이동,야외|자동차,수원시 영통구 영통동,실외,혼자,/,/,/,아니오,부정,높음,매우 높음,높음
2018-09-11 15:10,2018-09-11 15:15,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,높음,매우 높음,높음
2018-09-11 15:15,2018-09-11 16:50,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,높음,높음
2018-09-11 16:50,2018-09-11 17:00,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,매우 부정,높음,높음,높음
2018-09-11 17:00,2018-09-11 17:10,식사,상점|편의점,수원시 영통구 망포동,실내,혼자,기타|아이스크림,적음,간식,예,긍정,높음,높음,높음
2018-09-11 17:10,2018-09-11 17:20,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,부정,낮음,높음,보통
2018-09-11 17:20,2018-09-11 18:00,업무,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,아니오,보통,낮음,높음,보통
2018-09-11 18:00,2018-09-11 18:05,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,긍정,낮음,보통,보통
2018-09-11 18:05,2018-09-11 19:50,업무,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,예,보통,낮음,보통,보통
2018-09-11 19:50,2018-09-11 20:15,식사,사무실,수원시 영통구 망포동,실내,혼자,기타|족발,매우 많음,저녁,예,매우 긍정,낮음,보통,보통
2018-09-11 20:15,2018-09-11 20:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,낮음,보통,보통
2018-09-11 20:25,2018-09-11 22:00,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-11 22:00,2018-09-11 22:15,식사,사무실,수원시 영통구 망포동,실내,혼자,기타|커피,적음,간식,예,긍정,낮음,보통,보통
2018-09-11 22:15,2018-09-11 22:30,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,부정,낮음,보통,보통
2018-09-11 22:30,2018-09-11 22:30,기타|구매,상점|편의점,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,낮음,보통,보통
2018-09-11 22:30,2018-09-11 22:35,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-11 22:35,2018-09-11 22:45,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-11 22:45,2018-09-11 22:55,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-11 22:55,2018-09-11 23:10,식사,집,수원시 영통구 망포동,실내,친밀한 관계|지수,기타|과자,많음,간식,예,긍정,낮음,보통,보통
2018-09-11 23:10,2018-09-11 23:45,수동적 여가|TV시청,집,수원시 영통구 망포동,실내,친밀한 관계|지수,/,/,/,아니오,보통,낮음,보통,보통
2018-09-11 23:45,2018-09-11 23:59,사교,집,수원시 영통구 망포동,실내,친밀한 관계|지수,/,/,/,아니오,보통,낮음,보통,보통
