start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-04 16:45,2018-09-04 17:00,사교,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,아니오,보통,높음,높음,높음
2018-09-04 17:00,2018-09-04 17:10,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,높음,보통
2018-09-04 17:10,2018-09-04 18:15,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,높음,높음,보통
2018-09-04 18:15,2018-09-04 18:25,이동,야외,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,예,부정,높음,높음,보통
2018-09-04 18:25,2018-09-04 19:10,식사,식당,수원시 영통구 망포동,실내,친밀한 관계|철환,일식|돈가츠,매우 많음,저녁,예,매우 긍정,높음,높음,보통
2018-09-04 19:10,2018-09-04 19:20,이동,야외,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,아니오,보통,낮음,보통,보통
2018-09-04 19:20,2018-09-04 19:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-04 19:25,2018-09-04 20:40,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-04 20:40,2018-09-04 21:00,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-04 21:00,2018-09-04 22:20,능동적 여가|헬스,기타|헬스장,수원시 영통구 망포동,실내,데면한 관계|문수,/,/,/,아니오,부정,낮음,보통,보통
2018-09-04 22:20,2018-09-04 22:40,기타|세면,기타|헬스장,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,낮음,보통,보통
2018-09-04 22:40,2018-09-04 23:00,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-04 23:00,2018-09-04 23:30,수동적 여가|TV시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-04 23:30,2018-09-04 23:55,식사,집,수원시 영통구 망포동,실내,친밀한 관계|지수,중식|짬뽕,매우 많음,야식,예,부정,낮음,보통,보통
2018-09-04 23:55,2018-09-04 23:59,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,매우 긍정,낮음,보통,보통
