start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-07 0:00,2018-09-07 0:30,능동적 여가|컴퓨터 게임,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-04 0:30,2018-09-07 0:35,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-07 0:35,2018-09-07 0:45,식사,집,수원시 영통구 망포동,실내,혼자,기타|과자,적음,간식,예,보통,낮음,보통,보통
2018-09-07 0:45,2018-09-07 2:05,수동적 여가|영화 관람,집,수원시 영통구 망포동,실내,친밀한 관계|지수,/,/,/,아니오,매우 긍정,낮음,보통,보통
2018-09-07 2:05,2018-09-07 2:15,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 2:15,2018-09-07 2:25,이동,야외,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-07 2:25,2018-09-07 2:30,기타|구매,상점|편의점,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-07 2:30,2018-09-07 2:35,이동,야외,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-07 2:35,2018-09-07 2:55,식사,집,수원시 영통구 망포동,실내,혼자,기타|컵라면,많음,야식,예,긍정,낮음,보통,보통
2018-09-07 2:55,2018-09-07 3:35,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 3:35,2018-09-07 3:45,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 3:45,2018-09-07 10:55,수면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-07 10:55,2018-09-07 11:00,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,매우 높음,보통,보통
2018-09-07 11:00,2018-09-07 11:25,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,매우 높음,낮음,높음
2018-09-07 11:25,2018-09-07 11:55,식사,집,수원시 영통구 망포동,실내,혼자,한식|된장찌개,적음,아침,예,부정,매우 높음,낮음,높음
2018-09-07 11:55,2018-09-07 12:05,청소,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,높음
