start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-14 0:00,2018-09-14 0:10,식사,식당,서울시 강남구 강남동,실내,친밀한 관계|연제,한식|파전,매우 많음,야식,예,보통,낮음,낮음,보통
2018-09-14 0:10,2018-09-14 0:40,이동,야외|자동차,서울시 강남구 강남동,실외,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 0:40,2018-09-14 1:00,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 1:00,2018-09-14 1:05,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 1:05,2018-09-14 2:15,능동적 여가|컴퓨터 게임,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 2:15,2018-09-14 2:55,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 2:55,2018-09-14 10:35,수면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-14 10:35,2018-09-14 10:50,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-14 10:50,2018-09-14 10:55,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-14 10:55,2018-09-14 11:10,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-14 11:10,2018-09-14 13:05,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-14 13:05,2018-09-14 13:15,이동,야외|자동차,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,예,보통,높음,높음,보통
2018-09-14 13:15,2018-09-14 13:55,식사,식당,수원시 영통구 영통동,실내,친밀한 관계|철환,한식|만두국,적음,점심,예,긍정,높음,높음,보통
2018-09-14 13:55,2018-09-14 14:00,이동,야외,수원시 영통구 영통동,실외,친밀한 관계|철환,/,/,/,아니오,긍정,높음,높음,높음
2018-09-14 14:00,2018-09-14 14:10,식사,기타|편의점,수원시 영통구 영통동,실내,친밀한 관계|철환,기타|아이스크림,적음,간식,예,보통,높음,높음,높음
2018-09-14 14:10,2018-09-14 14:15,이동,야외|자동차,수원시 영통구 영통동,실외,친밀한 관계|철환,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-14 14:15,2018-09-14 14:20,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-14 14:20,2018-09-14 16:00,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,매우 높음,높음
2018-09-14 16:00,2018-09-14 16:55,업무,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,아니오,보통,낮음,높음,높음
2018-09-14 16:55,2018-09-14 17:05,사교,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,아니오,보통,낮음,높음,높음
2018-09-14 17:05,2018-09-14 17:10,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,높음,보통
2018-09-14 17:10,2018-09-14 18:00,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,낮음,높음,보통
2018-09-14 18:00,2018-09-14 18:10,이동,야외,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,예,부정,낮음,높음,보통
2018-09-14 18:10,2018-09-14 19:00,식사,식당,수원시 영통구 망포동,실내,친밀한 관계|철환,일식|카츠돈,매우 많음,저녁,예,매우 긍정,낮음,높음,보통
2018-09-14 19:00,2018-09-14 19:10,이동,야외,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,아니오,보통,낮음,보통,보통
2018-09-14 19:10,2018-09-14 19:20,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-14 19:20,2018-09-14 20:40,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-14 20:40,2018-09-14 21:00,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-14 21:00,2018-09-14 21:20,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,낮음,보통,보통
2018-09-14 21:20,2018-09-14 23:30,공부|인터넷강의,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,낮음,보통,보통
2018-09-14 23:30,2018-09-14 23:55,식사,집,수원시 영통구 망포동,실내,혼자,기타|치킨,매우 많음,야식,예,매우 긍정,낮음,보통,보통
2018-09-14 23:55,2018-09-14 23:59,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
