start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-07-25 14:10,2018-07-25 14:30,기타|짐풀기,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,예,매우 긍정,높음,보통,보통
2018-07-25 14:30,2018-07-25 14:40,이동,야외,가평군 가평읍,실외,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,예,매우 긍정,높음,높음,보통
2018-07-25 14:40,2018-07-25 15:50,사교|물놀이,기타|계곡,가평군 가평읍,실외,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,예,매우 긍정,높음,보통,높음
2018-07-25 15:50,2018-07-25 16:00,이동,야외,가평군 가평읍,실외,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,예,매우 긍정,매우 높음,높음,높음
2018-07-25 16:00,2018-07-25 18:20,사교|노가리,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,예,매우 긍정,매우 높음,보통,보통
2018-07-25 18:20,2018-07-25 19:00,식사,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",한식|삼겹살,많음,저녁,예,매우 긍정,매우 높음,보통,보통
2018-07-25 19:00,2018-07-25 19:50,사교|노가리,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,아니오,매우 긍정,높음,보통,보통
2018-07-25 19:50,2018-07-25 22:20,사교|영화,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,아니오,긍정,높음,보통,보통
2018-07-25 22:20,2018-07-25 22:40,능동적 여가|운동,기타|숙소,가평군 가평읍,실내,"친밀한 관계|주혁, 대광",/,/,/,아니오,긍정,높음,보통,보통
2018-07-25 22:40,2018-07-25 23:00,기타|샤워,기타|숙소,가평군 가평읍,실내,혼자,/,/,/,아니오,긍정,높음,보통,보통
2018-07-25 23:00,2018-07-25 23:10,야외활동|산책,야외,가평군 가평읍,실외,"친밀한 관계|한순, 의훈",/,/,/,아니오,긍정,높음,낮음,보통
2018-07-25 23:10,2018-07-25 23:30,수동적 여가|유튜브 시청,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,아니오,긍정,높음,보통,보통
2018-07-25 23:30,2018-07-25 23:40,사교|노가리,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,아니오,긍정,높음,보통,보통
2018-07-25 23:40,2018-07-25 23:59,수동적 여가|웹서핑,기타|숙소,가평군 가평읍,실내,"친밀한 관계|한순, 주혁, 의훈, 대광, 성욱",/,/,/,아니오,긍정,보통,보통,보통
