start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-05 12:25,2018-09-05 12:35,이동,야외|자동차,수원시 영통구 이의동,실외,친밀한 관계|연제,/,/,/,아니오,부정,매우 높음,보통,보통
2018-09-05 12:35,2018-09-05 13:25,야외활동|산책,야외,수원시 영통구 이의동,실외,친밀한 관계|연제,/,/,/,아니오,매우 부정,높음,높음,보통
2018-09-05 13:25,2018-09-05 13:25,능동적 여가|SNS,야외,수원시 영통구 이의동,실외,혼자,/,/,/,아니오,보통,높음,높음,높음
2018-09-05 13:25,2018-09-05 13:40,이동,야외|자동차,수원시 영통구 이의동,실외,친밀한 관계|연제,/,/,/,아니오,보통,높음,높음,높음
2018-09-05 13:40,2018-09-05 14:20,식사,카페,수원시 영통구 이의동,실내,친밀한 관계|연제,기타|케이크,매우 적음,간식,예,긍정,높음,매우 높음,높음
2018-09-05 14:20,2018-09-05 14:50,사교,카페,수원시 영통구 이의동,실내,친밀한 관계|연제,/,/,/,아니오,긍정,높음,매우 높음,높음
2018-09-05 14:50,2018-09-05 15:15,이동,야외|자동차,수원시 영통구 이의동,실외,혼자,/,/,/,아니오,부정,높음,매우 높음,높음
2018-09-05 15:15,2018-09-05 15:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,높음,매우 높음,높음
2018-09-05 15:25,2018-09-05 16:50,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,높음,높음
2018-09-05 16:50,2018-09-05 17:00,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,매우 부정,높음,높음,높음
2018-09-05 17:00,2018-09-05 17:20,식사,상점|편의점,수원시 영통구 망포동,실내,혼자,기타|아이스크림,많음,간식,예,긍정,높음,높음,높음
2018-09-05 17:20,2018-09-05 17:30,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,부정,높음,높음,보통
2018-09-05 17:30,2018-09-05 18:15,업무,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,아니오,보통,높음,높음,보통
2018-09-05 18:15,2018-09-05 18:20,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,긍정,높음,보통,보통
2018-09-05 18:20,2018-09-05 19:45,업무,사무실,수원시 영통구 망포동,실내,친밀한 관계|철환,/,/,/,예,보통,높음,보통,보통
2018-09-05 19:45,2018-09-05 20:15,식사,사무실,수원시 영통구 망포동,실내,혼자,중식|팔보채,매우 많음,저녁,예,매우 긍정,높음,보통,보통
2018-09-05 20:15,2018-09-05 20:25,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,높음,보통,보통
2018-09-05 20:25,2018-09-05 22:05,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,예,보통,높음,보통,보통
2018-09-05 22:05,2018-09-05 22:05,식사,사무실,수원시 영통구 망포동,실내,혼자,기타|머핀,많음,간식,예,긍정,높음,보통,보통
2018-09-05 22:05,2018-09-05 22:25,청소,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,높음,보통,보통
2018-09-05 22:25,2018-09-05 22:30,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-05 22:30,2018-09-05 22:30,기타|구매,상점|편의점,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,높음,보통,보통
2018-09-05 22:30,2018-09-05 22:35,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-05 22:35,2018-09-05 22:55,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-05 22:55,2018-09-05 23:05,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,높음,보통,보통
2018-09-05 23:05,2018-09-05 23:45,수동적 여가|TV시청,집,수원시 영통구 망포동,실내,친밀한 관계|지수,/,/,/,아니오,보통,높음,보통,보통
2018-09-05 23:45,2018-09-05 23:59,사교,집,수원시 영통구 망포동,실내,친밀한 관계|지수,/,/,/,아니오,보통,높음,보통,보통
