start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity
2018-09-08 0:00,2018-09-08 0:05,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,긍정,낮음,보통,보통
2018-09-08 0:05,2018-09-08 1:20,수동적 여가|TV시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,긍정,낮음,보통,보통
2018-09-08 1:20,2018-09-08 1:30,식사,집,수원시 영통구 망포동,실내,혼자,기타|과자,많음,간식,예,긍정,낮음,보통,보통
2018-09-08 1:30,2018-09-08 2:50,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-08 2:50,2018-09-08 2:55,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,보통,보통
2018-09-08 2:55,2018-09-08 9:35,수면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-09-08 9:35,2018-09-08 9:45,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,매우 부정,매우 높음,보통,보통
2018-09-08 9:45,2018-09-08 10:00,기타|세면,집,수원시 영통구 망포동,실내,혼자,/,/,/,예,매우 부정,매우 높음,낮음,높음
2018-09-08 10:00,2018-09-08 10:20,식사,집,수원시 영통구 망포동,실내,혼자,한식|만두국,많음,아침,예,매우 부정,매우 높음,낮음,높음
2018-09-08 10:20,2018-09-08 10:30,청소,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,부정,매우 높음,보통,높음
2018-09-08 10:30,2018-09-08 10:45,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-08 10:45,2018-09-08 11:55,업무,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-08 11:55,2018-09-08 12:00,능동적 여가|SNS,사무실,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,높음
2018-09-08 12:00,2018-09-08 12:35,이동,야외|자동차,수원시 영통구 망포동,실외,친밀한 관계|철환,/,/,/,아니오,보통,높음,보통,높음
2018-09-08 12:35,2018-09-08 14:30,업무,기타|제품발표회,서울시 송파구 잠실동,실내,친밀한 관계|철환,/,/,/,예,보통,높음,보통,높음
2018-09-08 14:30,2018-09-08 14:40,이동,야외,서울시 송파구 잠실동,실외,친밀한 관계|철환,/,/,/,예,부정,높음,보통,높음
2018-09-08 14:40,2018-09-08 15:00,식사,식당,서울시 송파구 잠실동,실내,친밀한 관계|철환,양식|햄버거,적음,점심,예,부정,높음,높음,높음
2018-09-08 15:00,2018-09-08 15:05,이동,야외,서울시 송파구 잠실동,실외,친밀한 관계|철환,/,/,/,아니오,부정,높음,높음,보통
2018-09-08 15:05,2018-09-08 15:25,식사,카페,서울시 송파구 잠실동,실내,친밀한 관계|철환,기타|커피,매우 적음,간식,아니오,부정,높음,높음,보통
2018-09-08 15:25,2018-09-08 15:35,이동,야외,서울시 송파구 잠실동,실외,친밀한 관계|철환,/,/,/,아니오,부정,높음,높음,보통
2018-09-08 15:35,2018-09-08 16:50,업무,기타|제품발표회,서울시 송파구 잠실동,실내,친밀한 관계|철환,/,/,/,아니오,부정,높음,보통,높음
2018-09-08 16:50,2018-09-08 16:55,능동적 여가|SNS,기타|제품발표회,서울시 송파구 잠실동,실내,혼자,/,/,/,아니오,부정,높음,보통,높음
2018-09-08 16:55,2018-09-08 17:30,이동,야외|자동차,서울시 송파구 잠실동,실외,친밀한 관계|철환,/,/,/,아니오,긍정,높음,보통,높음
2018-09-08 17:30,2018-09-08 19:00,능동적 여가|헬스,기타|헬스장,수원시 영통구 망포동,실내,데면한 관계|문수,/,/,/,아니오,부정,매우 높음,보통,보통
2018-09-08 19:00,2018-09-08 19:15,기타|세면,기타|헬스장,수원시 영통구 망포동,실내,혼자,/,/,/,예,부정,매우 높음,보통,보통
2018-09-08 19:15,2018-09-08 19:30,이동,야외|자동차,수원시 영통구 망포동,실외,혼자,/,/,/,예,매우 부정,매우 높음,보통,보통
2018-09-08 19:30,2018-09-08 20:00,식사,식당,수원시 영통구 망포동,실내,혼자,한식|두부조림,매우 많음,저녁,예,긍정,매우 높음,보통,보통
2018-09-08 20:00,2018-09-08 20:15,이동,야외,수원시 영통구 망포동,실외,혼자,/,/,/,예,긍정,매우 높음,보통,보통
2018-09-08 20:15,2018-09-08 20:20,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-08 20:20,2018-09-08 22:10,능동적 여가|컴퓨터 게임,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-08 22:10,2018-09-08 23:20,수면,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 높음,보통,보통
2018-09-08 23:20,2018-09-08 23:45,수동적 여가|유투브시청,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 낮음,보통,보통
2018-09-08 23:45,2018-09-08 23:55,식사,집,수원시 영통구 망포동,실내,친밀한 관계|지수,기타|과일,많음,간식,예,긍정,매우 낮음,보통,보통
2018-09-08 23:55,2018-09-08 23:59,능동적 여가|SNS,집,수원시 영통구 망포동,실내,혼자,/,/,/,아니오,보통,매우 낮음,보통,보통
